wind_code,name,industry,in_index_50,in_index_300,in_index_500,in_index_1000
002675.SZ,东诚药业,医疗保健,0,0,0,1
002681.SZ,奋达科技,可选消费,0,0,0,1
002683.SZ,广东宏大,材料,0,0,1,0
002690.SZ,美亚光电,工业,0,0,0,1
002697.SZ,红旗连锁,日常消费,0,0,0,1
002698.SZ,博实股份,工业,0,0,0,1
002701.SZ,奥瑞金,材料,0,0,0,1
002705.SZ,新宝股份,可选消费,0,0,0,1
002706.SZ,良信股份,工业,0,0,0,1
002709.SZ,天赐材料,材料,0,1,0,0
002714.SZ,牧原股份,日常消费,0,1,0,0
002716.SZ,湖南白银,材料,0,0,0,1
002727.SZ,一心堂,日常消费,0,0,0,1
002736.SZ,国信证券,金融,0,1,0,0
002737.SZ,葵花药业,医疗保健,0,0,0,1
002738.SZ,中矿资源,材料,0,0,1,0
002739.SZ,儒意电影,通讯服务,0,0,1,0
002745.SZ,木林森,信息技术,0,0,0,1
002747.SZ,埃斯顿,工业,0,0,0,1
002755.SZ,奥赛康,医疗保健,0,0,0,1
002756.SZ,永兴材料,材料,0,0,1,0
002761.SZ,浙江建投,工业,0,0,0,1
002773.SZ,康弘药业,医疗保健,0,0,1,0
002777.SZ,久远银海,信息技术,0,0,0,1
002779.SZ,中坚科技,工业,0,0,0,1
002791.SZ,坚朗五金,工业,0,0,0,1
002797.SZ,第一创业,金融,0,0,1,0
002807.SZ,江阴银行,金融,0,0,0,1
002815.SZ,崇达技术,信息技术,0,0,0,1
002821.SZ,凯莱英,医疗保健,0,0,1,0
002827.SZ,高争民爆,材料,0,0,0,1
002831.SZ,裕同科技,材料,0,0,1,0
002832.SZ,比音勒芬,可选消费,0,0,0,1
002837.SZ,英维克,工业,0,0,1,0
002839.SZ,张家港行,金融,0,0,0,1
002840.SZ,华统股份,日常消费,0,0,0,1
002841.SZ,视源股份,信息技术,0,0,1,0
002847.SZ,盐津铺子,日常消费,0,0,0,1
002850.SZ,科达利,工业,0,0,1,0
002851.SZ,麦格米特,工业,0,0,1,0
002859.SZ,洁美科技,信息技术,0,0,0,1
002867.SZ,周大生,可选消费,0,0,0,1
002881.SZ,美格智能,信息技术,0,0,0,1
002882.SZ,金龙羽,工业,0,0,0,1
002891.SZ,中宠股份,日常消费,0,0,0,1
002892.SZ,科力尔,工业,0,0,0,1
002895.SZ,川恒股份,材料,0,0,0,1
002896.SZ,中大力德,工业,0,0,0,1
002897.SZ,意华股份,工业,0,0,0,1
002901.SZ,大博医疗,医疗保健,0,0,0,1
002906.SZ,华阳集团,可选消费,0,0,0,1
002911.SZ,佛燃能源,公用事业,0,0,0,1
002913.SZ,奥士康,信息技术,0,0,0,1
002916.SZ,深南电路,信息技术,0,1,0,0
002920.SZ,德赛西威,可选消费,0,1,0,0
002925.SZ,盈趣科技,信息技术,0,0,0,1
002926.SZ,华西证券,金融,0,0,1,0
002928.SZ,华夏航空,工业,0,0,0,1
002929.SZ,润建股份,信息技术,0,0,0,1
002936.SZ,郑州银行,金融,0,0,0,1
002938.SZ,鹏鼎控股,信息技术,0,1,0,0
002939.SZ,长城证券,金融,0,0,1,0
002941.SZ,新疆交建,工业,0,0,0,1
002945.SZ,华林证券,金融,0,0,1,0
002946.SZ,新乳业,日常消费,0,0,0,1
002947.SZ,恒铭达,信息技术,0,0,0,1
002948.SZ,青岛银行,金融,0,0,0,1
002958.SZ,青农商行,金融,0,0,1,0
002960.SZ,青鸟智控,信息技术,0,0,0,1
002965.SZ,祥鑫科技,可选消费,0,0,0,1
002966.SZ,苏州银行,金融,0,0,1,0
002967.SZ,广电计量,工业,0,0,0,1
002978.SZ,安宁股份,材料,0,0,0,1
002979.SZ,雷赛智能,工业,0,0,0,1
002984.SZ,森麒麟,可选消费,0,0,1,0
002985.SZ,北摩高科,工业,0,0,0,1
002987.SZ,京北方,信息技术,0,0,0,1
002993.SZ,奥海科技,信息技术,0,0,0,1
003006.SZ,百亚股份,日常消费,0,0,0,1
003012.SZ,东鹏控股,工业,0,0,0,1
003021.SZ,兆威机电,工业,0,0,1,0
003022.SZ,联泓新科,材料,0,0,1,0
003031.SZ,中瓷电子,信息技术,0,0,1,0
003035.SZ,南网能源,公用事业,0,0,1,0
003039.SZ,顺控发展,公用事业,0,0,0,1
003816.SZ,中国广核,公用事业,0,1,0,0
300001.SZ,特锐德,工业,0,0,1,0
300002.SZ,神州泰岳,信息技术,0,0,1,0
300003.SZ,乐普医疗,医疗保健,0,0,1,0
300007.SZ,汉威科技,信息技术,0,0,0,1
300008.SZ,天海防务,工业,0,0,0,1
300009.SZ,安科生物,医疗保健,0,0,0,1
300012.SZ,华测检测,工业,0,0,1,0
300014.SZ,亿纬锂能,工业,0,1,0,0
300015.SZ,爱尔眼科,医疗保健,0,1,0,0
300017.SZ,网宿科技,信息技术,0,0,1,0
300024.SZ,机器人,工业,0,0,1,0
300026.SZ,红日药业,医疗保健,0,0,0,1
300031.SZ,宝通科技,通讯服务,0,0,0,1
300033.SZ,同花顺,信息技术,0,1,0,0
300034.SZ,钢研高纳,材料,0,0,0,1
300035.SZ,中科电气,材料,0,0,0,1
300036.SZ,超图软件,信息技术,0,0,0,1
300037.SZ,新宙邦,材料,0,0,1,0
300045.SZ,华力创通,信息技术,0,0,0,1
300047.SZ,天源迪科,信息技术,0,0,0,1
300049.SZ,福瑞医科,医疗保健,0,0,0,1
300054.SZ,鼎龙股份,信息技术,0,0,1,0
300058.SZ,蓝色光标,通讯服务,0,0,1,0
300059.SZ,东方财富,金融,0,1,0,0
300065.SZ,海兰信,信息技术,0,0,0,1
300070.SZ,碧水源,工业,0,0,1,0
300073.SZ,当升科技,材料,0,0,1,0
300075.SZ,数字政通,信息技术,0,0,0,1
300077.SZ,国民技术,信息技术,0,0,0,1
300079.SZ,数码视讯,信息技术,0,0,0,1
300080.SZ,易成新能,工业,0,0,0,1
300083.SZ,创世纪,工业,0,0,0,1
300085.SZ,银之杰,信息技术,0,0,0,1
300087.SZ,荃银高科,日常消费,0,0,0,1
300088.SZ,长信科技,信息技术,0,0,0,1
300098.SZ,高新兴,信息技术,0,0,0,1
300100.SZ,双林股份,可选消费,0,0,1,0
300101.SZ,振芯科技,工业,0,0,0,1
300102.SZ,乾照光电,信息技术,0,0,0,1
300113.SZ,顺网科技,信息技术,0,0,0,1
300115.SZ,长盈精密,信息技术,0,0,1,0
300119.SZ,瑞普生物,医疗保健,0,0,0,1
300122.SZ,智飞生物,医疗保健,0,1,0,0
300124.SZ,汇川技术,工业,0,1,0,0
300127.SZ,银河磁体,材料,0,0,0,1
300130.SZ,新国都,信息技术,0,0,0,1
300131.SZ,英唐智控,信息技术,0,0,0,1
300133.SZ,华策影视,通讯服务,0,0,0,1
300134.SZ,大富科技,信息技术,0,0,0,1
300136.SZ,信维通信,信息技术,0,0,1,0
300140.SZ,节能环境,工业,0,0,1,0
300142.SZ,沃森生物,医疗保健,0,0,1,0
300144.SZ,宋城演艺,可选消费,0,0,1,0
300146.SZ,汤臣倍健,日常消费,0,0,1,0
300151.SZ,昌红科技,工业,0,0,0,1
300166.SZ,东方国信,信息技术,0,0,0,1
300170.SZ,汉得信息,信息技术,0,0,0,1
300171.SZ,东富龙,工业,0,0,0,1
300180.SZ,华峰超纤,材料,0,0,0,1
300181.SZ,佐力药业,医疗保健,0,0,0,1
300182.SZ,捷成股份,信息技术,0,0,0,1
300183.SZ,东软载波,信息技术,0,0,0,1
300184.SZ,力源信息,信息技术,0,0,0,1
300185.SZ,通裕重工,工业,0,0,0,1
300188.SZ,国投智能,信息技术,0,0,0,1
300199.SZ,翰宇药业,医疗保健,0,0,0,1
300207.SZ,欣旺达,工业,0,0,1,0
300223.SZ,北京君正,信息技术,0,0,1,0
300224.SZ,正海磁材,材料,0,0,0,1
300226.SZ,上海钢联,信息技术,0,0,0,1
300229.SZ,拓尔思,信息技术,0,0,0,1
300232.SZ,洲明科技,信息技术,0,0,0,1
300236.SZ,上海新阳,信息技术,0,0,0,1
300244.SZ,迪安诊断,医疗保健,0,0,0,1
300251.SZ,光线传媒,通讯服务,0,1,0,0
300253.SZ,卫宁健康,信息技术,0,0,0,1
300257.SZ,开山股份,工业,0,0,0,1
300260.SZ,新莱应材,工业,0,0,0,1
300274.SZ,阳光电源,工业,0,1,0,0
300276.SZ,三丰智能,工业,0,0,0,1
300284.SZ,苏交科,工业,0,0,0,1
300285.SZ,国瓷材料,材料,0,0,1,0
300294.SZ,博雅生物,医疗保健,0,0,0,1
300296.SZ,利亚德,信息技术,0,0,0,1
300298.SZ,三诺生物,医疗保健,0,0,0,1
300303.SZ,聚飞光电,信息技术,0,0,0,1
300308.SZ,中际旭创,信息技术,0,1,0,0
300315.SZ,掌趣科技,通讯服务,0,0,0,1
300316.SZ,晶盛机电,工业,0,1,0,0
300319.SZ,麦捷科技,信息技术,0,0,0,1
300323.SZ,华灿光电,信息技术,0,0,0,1
300327.SZ,中颖电子,信息技术,0,0,0,1
300337.SZ,银邦股份,材料,0,0,0,1
300339.SZ,润和软件,信息技术,0,0,1,0
300341.SZ,麦克奥迪,工业,0,0,0,1
300346.SZ,南大光电,信息技术,0,0,1,0
300347.SZ,泰格医药,医疗保健,0,1,0,0
300348.SZ,长亮科技,信息技术,0,0,0,1
300357.SZ,我武生物,医疗保健,0,0,0,1
300360.SZ,炬华科技,工业,0,0,0,1
300363.SZ,博腾股份,医疗保健,0,0,0,1
300373.SZ,扬杰科技,信息技术,0,0,1,0
300378.SZ,鼎捷数智,信息技术,0,0,0,1
300383.SZ,光环新网,信息技术,0,0,1,0
300390.SZ,天华新能,材料,0,0,1,0
300394.SZ,天孚通信,信息技术,0,1,0,0
300395.SZ,菲利华,材料,0,0,1,0
300398.SZ,飞凯材料,材料,0,0,0,1
300401.SZ,花园生物,医疗保健,0,0,0,1
300406.SZ,九强生物,医疗保健,0,0,0,1
300408.SZ,三环集团,信息技术,0,1,0,0
300409.SZ,道氏技术,材料,0,0,0,1
300413.SZ,芒果超媒,通讯服务,0,1,0,0
300415.SZ,伊之密,工业,0,0,0,1
300416.SZ,苏试试验,工业,0,0,0,1
300418.SZ,昆仑万维,通讯服务,0,1,0,0
300428.SZ,立中集团,可选消费,0,0,0,1
300432.SZ,富临精工,可选消费,0,0,1,0
300433.SZ,蓝思科技,信息技术,0,1,0,0
300438.SZ,鹏辉能源,工业,0,0,0,1
300442.SZ,润泽科技,信息技术,0,1,0,0
300443.SZ,金雷股份,工业,0,0,0,1
300446.SZ,航天智造,可选消费,0,0,0,1
300450.SZ,先导智能,工业,0,0,1,0
300451.SZ,创业慧康,信息技术,0,0,0,1
300454.SZ,深信服,信息技术,0,0,1,0
300455.SZ,航天智装,信息技术,0,0,0,1
300456.SZ,赛微电子,信息技术,0,0,0,1
300457.SZ,赢合科技,工业,0,0,0,1
300458.SZ,全志科技,信息技术,0,0,1,0
300459.SZ,汤姆猫,通讯服务,0,0,0,1
300463.SZ,迈克生物,医疗保健,0,0,0,1
300468.SZ,四方精创,信息技术,0,0,0,1
300470.SZ,中密控股,工业,0,0,0,1
300474.SZ,景嘉微,工业,0,0,1,0
300475.SZ,香农芯创,工业,0,0,0,1
300476.SZ,胜宏科技,信息技术,0,1,0,0
300482.SZ,万孚生物,医疗保健,0,0,0,1
300487.SZ,蓝晓科技,材料,0,0,1,0
300492.SZ,华图山鼎,工业,0,0,0,1
300493.SZ,润欣科技,信息技术,0,0,0,1
300496.SZ,中科创达,信息技术,0,0,1,0
300498.SZ,温氏股份,日常消费,0,1,0,0
300502.SZ,新易盛,信息技术,0,1,0,0
300525.SZ,博思软件,信息技术,0,0,0,1
300529.SZ,健帆生物,医疗保健,0,0,1,0
300548.SZ,长芯博创,信息技术,0,0,0,1
300558.SZ,贝达药业,医疗保健,0,0,1,0
300567.SZ,精测电子,信息技术,0,0,1,0
300568.SZ,星源材质,材料,0,0,0,1
300570.SZ,太辰光,信息技术,0,0,1,0
300573.SZ,兴齐眼药,医疗保健,0,0,0,1
300576.SZ,容大感光,材料,0,0,0,1
300579.SZ,数字认证,信息技术,0,0,0,1
300580.SZ,贝斯特,可选消费,0,0,0,1
300593.SZ,新雷能,工业,0,0,0,1
300595.SZ,欧普康视,医疗保健,0,0,0,1
300598.SZ,诚迈科技,工业,0,0,0,1
300601.SZ,康泰生物,医疗保健,0,0,1,0
300602.SZ,飞荣达,信息技术,0,0,0,1
300604.SZ,长川科技,信息技术,0,0,1,0
300607.SZ,拓斯达,工业,0,0,0,1
300613.SZ,富瀚微,信息技术,0,0,0,1
300618.SZ,寒锐钴业,材料,0,0,0,1
300620.SZ,光库科技,信息技术,0,0,0,1
300623.SZ,捷捷微电,信息技术,0,0,1,0
300624.SZ,万兴科技,信息技术,0,0,0,1
300627.SZ,华测导航,信息技术,0,0,1,0
300628.SZ,亿联网络,信息技术,0,1,0,0
300633.SZ,开立医疗,医疗保健,0,0,0,1
300634.SZ,彩讯股份,信息技术,0,0,0,1
300638.SZ,广和通,信息技术,0,0,0,1
300641.SZ,正丹股份,材料,0,0,0,1
300655.SZ,晶瑞电材,信息技术,0,0,0,1
300657.SZ,弘信电子,信息技术,0,0,0,1
300660.SZ,江苏雷利,工业,0,0,0,1
300661.SZ,圣邦股份,信息技术,0,1,0,0
300663.SZ,科蓝软件,信息技术,0,0,0,1
300666.SZ,江丰电子,信息技术,0,0,0,1
300672.SZ,国科微,信息技术,0,0,0,1
300674.SZ,宇信科技,信息技术,0,0,0,1
300676.SZ,华大基因,医疗保健,0,0,1,0
300677.SZ,英科医疗,医疗保健,0,0,1,0
300678.SZ,中科信息,信息技术,0,0,0,1
300679.SZ,电连技术,信息技术,0,0,1,0
300682.SZ,朗新科技,信息技术,0,0,0,1
300685.SZ,艾德生物,医疗保健,0,0,0,1
300687.SZ,赛意信息,信息技术,0,0,0,1
300693.SZ,盛弘股份,工业,0,0,0,1
300699.SZ,光威复材,材料,0,0,1,0
300702.SZ,天宇股份,医疗保健,0,0,0,1
300705.SZ,九典制药,医疗保健,0,0,0,1
300718.SZ,长盛轴承,工业,0,0,1,0
300723.SZ,一品红,医疗保健,0,0,0,1
300724.SZ,捷佳伟创,工业,0,0,1,0
300725.SZ,药石科技,医疗保健,0,0,0,1
300726.SZ,宏达电子,信息技术,0,0,0,1
300735.SZ,光弘科技,信息技术,0,0,1,0
300738.SZ,奥飞数据,信息技术,0,0,0,1
300747.SZ,锐科激光,信息技术,0,0,0,1
300748.SZ,金力永磁,材料,0,0,1,0
300750.SZ,宁德时代,工业,0,1,0,0
300751.SZ,迈为股份,工业,0,0,1,0
300755.SZ,华致酒行,日常消费,0,0,0,1
300757.SZ,罗博特科,工业,0,0,1,0
300759.SZ,康龙化成,医疗保健,0,1,0,0
300760.SZ,迈瑞医疗,医疗保健,0,1,0,0
300761.SZ,立华股份,日常消费,0,0,0,1
300762.SZ,上海瀚讯,信息技术,0,0,0,1
300763.SZ,锦浪科技,工业,0,0,1,0
300768.SZ,迪普科技,信息技术,0,0,0,1
300770.SZ,新媒股份,通讯服务,0,0,0,1
300772.SZ,运达股份,工业,0,0,0,1
300773.SZ,拉卡拉,工业,0,0,0,1
300775.SZ,三角防务,工业,0,0,0,1
300776.SZ,帝尔激光,信息技术,0,0,0,1
300777.SZ,中简科技,材料,0,0,0,1
300779.SZ,惠城环保,工业,0,0,0,1
300782.SZ,卓胜微,信息技术,0,1,0,0
300783.SZ,三只松鼠,日常消费,0,0,0,1
300803.SZ,指南针,信息技术,0,1,0,0
300809.SZ,华辰装备,工业,0,0,0,1
300811.SZ,铂科新材,信息技术,0,0,0,1
300820.SZ,英杰电气,工业,0,0,0,1
300821.SZ,东岳硅材,材料,0,0,0,1
300827.SZ,上能电气,工业,0,0,0,1
300832.SZ,新产业,医疗保健,0,1,0,0
300841.SZ,康华生物,医疗保健,0,0,0,1
300850.SZ,新强联,工业,0,0,0,1
300855.SZ,图南股份,材料,0,0,0,1
300856.SZ,科思股份,材料,0,0,0,1
300857.SZ,协创数据,信息技术,0,0,1,0
300861.SZ,美畅股份,材料,0,0,0,1
300866.SZ,安克创新,信息技术,0,1,0,0
300870.SZ,欧陆通,信息技术,0,0,0,1
300872.SZ,天阳科技,信息技术,0,0,0,1
300888.SZ,稳健医疗,医疗保健,0,0,1,0
300896.SZ,爱美客,医疗保健,0,1,0,0
300910.SZ,瑞丰新材,材料,0,0,0,1
300913.SZ,兆龙互连,信息技术,0,0,0,1
300917.SZ,特发服务,房地产,0,0,0,1
300919.SZ,中伟新材,材料,0,0,1,0
300925.SZ,法本信息,信息技术,0,0,0,1
300926.SZ,博俊科技,可选消费,0,0,0,1
300953.SZ,震裕科技,工业,0,0,0,1
300957.SZ,贝泰妮,日常消费,0,0,1,0
300972.SZ,万辰集团,日常消费,0,0,1,0
300979.SZ,华利集团,可选消费,0,1,0,0
300999.SZ,金龙鱼,日常消费,0,1,0,0
301000.SZ,肇民科技,可选消费,0,0,0,1
301004.SZ,嘉益股份,可选消费,0,0,0,1
301015.SZ,百洋医药,医疗保健,0,0,0,1
301018.SZ,申菱环境,工业,0,0,0,1
301029.SZ,怡合达,信息技术,0,0,0,1
301031.SZ,中熔电气,信息技术,0,0,0,1
301035.SZ,润丰股份,材料,0,0,0,1
301039.SZ,中集车辆,工业,0,0,0,1
301047.SZ,义翘神州,医疗保健,0,0,0,1
301050.SZ,雷电微力,工业,0,0,0,1
301061.SZ,匠心家居,可选消费,0,0,0,1
301071.SZ,力量钻石,材料,0,0,0,1
301078.SZ,孩子王,日常消费,0,0,0,1
301087.SZ,可孚医疗,医疗保健,0,0,0,1
301091.SZ,深城交,工业,0,0,0,1
301095.SZ,广立微,信息技术,0,0,0,1
301101.SZ,明月镜片,医疗保健,0,0,0,1
301109.SZ,军信股份,工业,0,0,0,1
301127.SZ,武汉天源,工业,0,0,0,1
301153.SZ,中科江南,信息技术,0,0,0,1
301155.SZ,海力风电,工业,0,0,0,1
301171.SZ,易点天下,通讯服务,0,0,0,1
301175.SZ,中科环保,工业,0,0,0,1
301177.SZ,迪阿股份,可选消费,0,0,0,1
301200.SZ,大族数控,信息技术,0,0,1,0
301205.SZ,联特科技,信息技术,0,0,0,1
301207.SZ,华兰疫苗,医疗保健,0,0,0,1
301215.SZ,中汽股份,工业,0,0,0,1
301217.SZ,铜冠铜箔,信息技术,0,0,0,1
301219.SZ,腾远钴业,材料,0,0,0,1
301236.SZ,软通动力,信息技术,0,1,0,0
301238.SZ,瑞泰新材,材料,0,0,0,1
301262.SZ,海看股份,通讯服务,0,0,0,1
301263.SZ,泰恩康,医疗保健,0,0,0,1
301267.SZ,华厦眼科,医疗保健,0,0,0,1
301268.SZ,铭利达,信息技术,0,0,0,1
301269.SZ,华大九天,信息技术,0,1,0,0
301275.SZ,汉朔科技,信息技术,0,0,0,1
301291.SZ,明阳电气,工业,0,0,0,1
301293.SZ,三博脑科,医疗保健,0,0,0,1
301297.SZ,富乐德,信息技术,0,0,0,1
301301.SZ,川宁生物,医疗保健,0,0,1,0
301308.SZ,江波龙,信息技术,0,0,1,0
301316.SZ,慧博云通,信息技术,0,0,0,1
301325.SZ,曼恩斯特,信息技术,0,0,0,1
301327.SZ,华宝新能,工业,0,0,0,1
301339.SZ,通行宝,信息技术,0,0,0,1
301345.SZ,涛涛车业,可选消费,0,0,0,1
301358.SZ,湖南裕能,材料,0,0,1,0
301363.SZ,美好医疗,医疗保健,0,0,0,1
301371.SZ,敷尔佳,日常消费,0,0,0,1
301376.SZ,致欧科技,可选消费,0,0,0,1
301377.SZ,鼎泰高科,工业,0,0,0,1
301381.SZ,赛维时代,可选消费,0,0,0,1
301392.SZ,汇成真空,工业,0,0,0,1
301458.SZ,钧崴电子,信息技术,0,0,0,1
301487.SZ,盟固利,材料,0,0,0,1
301498.SZ,乖宝宠物,日常消费,0,0,1,0
301500.SZ,飞南资源,工业,0,0,0,1
301508.SZ,中机认检,工业,0,0,0,1
301510.SZ,固高科技,工业,0,0,0,1
301511.SZ,德福科技,信息技术,0,0,0,1
301522.SZ,上大股份,材料,0,0,0,1
301526.SZ,国际复材,材料,0,0,0,1
301536.SZ,星宸科技,信息技术,0,0,1,0
301550.SZ,斯菱智驱,可选消费,0,0,0,1
301551.SZ,无线传媒,通讯服务,0,0,0,1
301556.SZ,托普云农,信息技术,0,0,0,1
301565.SZ,中仑新材,材料,0,0,0,1
301571.SZ,国科天成,信息技术,0,0,0,1
301589.SZ,诺瓦星云,信息技术,0,0,0,1
301592.SZ,六九一二,信息技术,0,0,0,1
301600.SZ,慧翰股份,可选消费,0,0,0,1
301602.SZ,超研股份,医疗保健,0,0,0,1
301606.SZ,绿联科技,信息技术,0,0,0,1
301611.SZ,珂玛科技,信息技术,0,0,1,0
301622.SZ,英思特,材料,0,0,0,1
301626.SZ,苏州天脉,信息技术,0,0,0,1
301631.SZ,壹连科技,信息技术,0,0,0,1
301658.SZ,首航新能,工业,0,0,0,1
301665.SZ,泰禾股份,材料,0,0,0,1
301678.SZ,新恒汇,信息技术,0,0,0,1
302132.SZ,中航成飞,工业,0,1,0,0
600000.SH,浦发银行,金融,0,1,0,0
600004.SH,白云机场,工业,0,0,1,0
600006.SH,东风股份,可选消费,0,0,0,1
600007.SH,中国国贸,房地产,0,0,1,0
600008.SH,首创环保,公用事业,0,0,1,0
600009.SH,上海机场,工业,0,1,0,0
600010.SH,包钢股份,材料,0,1,0,0
600011.SH,华能国际,公用事业,0,1,0,0
600012.SH,皖通高速,工业,0,0,0,1
600015.SH,华夏银行,金融,0,1,0,0
600016.SH,民生银行,金融,0,1,0,0
600017.SH,日照港,工业,0,0,0,1
600018.SH,上港集团,工业,0,1,0,0
600019.SH,宝钢股份,材料,0,1,0,0
600020.SH,中原高速,工业,0,0,0,1
600021.SH,上海电力,公用事业,0,0,1,0
600022.SH,山东钢铁,材料,0,0,0,1
600023.SH,浙能电力,公用事业,0,1,0,0
600025.SH,华能水电,公用事业,0,1,0,0
600026.SH,中远海能,工业,0,1,0,0
600027.SH,华电国际,公用事业,0,1,0,0
600028.SH,中国石化,能源,1,1,0,0
600029.SH,南方航空,工业,0,1,0,0
600030.SH,中信证券,金融,1,1,0,0
600031.SH,三一重工,工业,1,1,0,0
600032.SH,浙江新能,公用事业,0,0,1,0
600033.SH,福建高速,工业,0,0,0,1
600036.SH,招商银行,金融,1,1,0,0
600037.SH,歌华有线,通讯服务,0,0,0,1
600038.SH,中直股份,工业,0,0,1,0
600039.SH,四川路桥,工业,0,1,0,0
